   1160      718        2
   688    450    449    429   1   2
   689    451    450    429   1   2
   690    429    430    451   1   2
   691    430    431    451   1   2
   692    452    451    431   1   2
   693    453    452    431   1   2
   694    431    432    453   1   2
   695    432    433    453   1   2
   696    454    453    433   1   2
   697    455    454    433   1   2
   698    433    434    455   1   2
   699    434    435    455   1   2
   700    456    455    435   1   2
   701    457    456    435   1   2
   702    435    436    457   1   2
   703    436    437    457   1   2
   704    458    457    437   1   2
   705    459    458    437   1   2
   706    437    438    459   1   2
   707    438    439    459   1   2
   708    460    459    439   1   2
   709    461    460    439   1   2
   710    439    440    461   1   2
   711    440    441    461   1   2
   712    462    461    441   1   2
   713    463    462    441   1   2
   714    441    442    463   1   2
   715    442    443    463   1   2
   716    464    463    443   1   2
   717    465    464    443   1   2
   718    443    444    465   1   2
   719    444    445    465   1   2
   720    466    465    445   1   2
   721    446    447    467   1   2
   722    468    467    447   1   2
   723    469    468    447   1   2
   724    447    448    469   1   2
   725    448    449    469   1   2
   726    470    469    449   1   2
   727    471    470    449   1   2
   728    449    450    471   1   2
   729    450    451    471   1   2
   730    472    471    451   1   2
   731    473    472    451   1   2
   732    451    452    473   1   2
   733    452    453    473   1   2
   734    474    473    453   1   2
   735    475    474    453   1   2
   736    453    454    475   1   2
   737    454    455    475   1   2
   738    476    475    455   1   2
   739    477    476    455   1   2
   740    455    456    477   1   2
   741    456    457    477   1   2
   742    478    477    457   1   2
   743    479    478    457   1   2
   744    457    458    479   1   2
   745    458    459    479   1   2
   746    480    479    459   1   2
   747    481    480    459   1   2
   748    459    460    481   1   2
   749    460    461    481   1   2
   750    482    481    461   1   2
   751    483    482    461   1   2
   752    461    462    483   1   2
   753    462    463    483   1   2
   754    484    483    463   1   2
   755    485    484    463   1   2
   756    463    464    485   1   2
   757    464    465    485   1   2
   758    486    485    465   1   2
   759    487    486    465   1   2
   760    465    466    487   1   2
   761    510    509    488   1   2
   762    488    489    510   1   2
   763    489    490    510   1   2
   764    511    510    490   1   2
   765    512    511    490   1   2
   766    490    491    512   1   2
   767    491    492    512   1   2
   768    513    512    492   1   2
   769    514    513    492   1   2
   770    492    493    514   1   2
   771    493    494    514   1   2
   772    515    514    494   1   2
   773    516    515    494   1   2
   774    494    495    516   1   2
   775    495    496    516   1   2
   776    517    516    496   1   2
   777    518    517    496   1   2
   778    496    497    518   1   2
   779    497    498    518   1   2
   780    519    518    498   1   2
   781    520    519    498   1   2
   782    498    499    520   1   2
   783    499    500    520   1   2
   784    521    520    500   1   2
   785    522    521    500   1   2
   786    500    501    522   1   2
   787    501    502    522   1   2
   788    523    522    502   1   2
   789    524    523    502   1   2
   790    502    503    524   1   2
   791    503    504    524   1   2
   792    525    524    504   1   2
   793    526    525    504   1   2
   794    504    505    526   1   2
   795    505    506    526   1   2
   796    527    526    506   1   2
   797    528    527    506   1   2
   798    506    507    528   1   2
   799    507    508    528   1   2
   800    529    528    508   1   2
   801    509    510    530   1   2
   802    531    530    510   1   2
   803    532    531    510   1   2
   804    510    511    532   1   2
   805    511    512    532   1   2
   806    533    532    512   1   2
   807    534    533    512   1   2
   808    512    513    534   1   2
   809    513    514    534   1   2
   810    535    534    514   1   2
   811    536    535    514   1   2
   812    514    515    536   1   2
   813    515    516    536   1   2
   814    537    536    516   1   2
   815    538    537    516   1   2
   816    516    517    538   1   2
   817    517    518    538   1   2
   818    539    538    518   1   2
   819    540    539    518   1   2
   820    518    519    540   1   2
   821    519    520    540   1   2
   822    541    540    520   1   2
   823    542    541    520   1   2
   824    520    521    542   1   2
   825    521    522    542   1   2
   826    543    542    522   1   2
   827    544    543    522   1   2
   828    522    523    544   1   2
   829    523    524    544   1   2
   830    545    544    524   1   2
   831    546    545    524   1   2
   832    524    525    546   1   2
   833    525    526    546   1   2
   834    547    546    526   1   2
   835    548    547    526   1   2
   836    526    527    548   1   2
   837    527    528    548   1   2
   838    549    548    528   1   2
   839    550    549    528   1   2
   840    528    529    550   1   2
   841    552    551    530   1   2
   842    530    531    552   1   2
   843    531    532    552   1   2
   844    553    552    532   1   2
   845    554    553    532   1   2
   846    532    533    554   1   2
   847    533    534    554   1   2
   848    555    554    534   1   2
   849    556    555    534   1   2
   850    534    535    556   1   2
   851    535    536    556   1   2
   852    557    556    536   1   2
   853    558    557    536   1   2
   854    536    537    558   1   2
   855    537    538    558   1   2
   856    559    558    538   1   2
   857    560    559    538   1   2
   858    538    539    560   1   2
   859    539    540    560   1   2
   860    561    560    540   1   2
   861    562    561    540   1   2
   862    540    541    562   1   2
   863    541    542    562   1   2
   864    563    562    542   1   2
   865    564    563    542   1   2
   866    542    543    564   1   2
   867    543    544    564   1   2
   868    565    564    544   1   2
   869    566    565    544   1   2
   870    544    545    566   1   2
   871    545    546    566   1   2
   872    567    566    546   1   2
   873    568    567    546   1   2
   874    546    547    568   1   2
   875    547    548    568   1   2
   876    569    568    548   1   2
   877    570    569    548   1   2
   878    548    549    570   1   2
   879    549    550    570   1   2
   880    571    570    550   1   2
   881    551    552    572   1   2
   882    573    572    552   1   2
   883    574    573    552   1   2
   884    552    553    574   1   2
   885    553    554    574   1   2
   886    575    574    554   1   2
   887    576    575    554   1   2
   888    554    555    576   1   2
   889    555    556    576   1   2
   890    577    576    556   1   2
   891    578    577    556   1   2
   892    556    557    578   1   2
   893    557    558    578   1   2
   894    579    578    558   1   2
   895    580    579    558   1   2
   896    558    559    580   1   2
   897    559    560    580   1   2
   898    581    580    560   1   2
   899    582    581    560   1   2
   900    560    561    582   1   2
   901    561    562    582   1   2
   902    583    582    562   1   2
   903    584    583    562   1   2
   904    562    563    584   1   2
   905    563    564    584   1   2
   906    585    584    564   1   2
   907    586    585    564   1   2
   908    564    565    586   1   2
   909    565    566    586   1   2
   910    587    586    566   1   2
   911    588    587    566   1   2
   912    566    567    588   1   2
   913    567    568    588   1   2
   914    589    588    568   1   2
   915    590    589    568   1   2
   916    568    569    590   1   2
   917    569    570    590   1   2
   918    591    590    570   1   2
   919    592    591    570   1   2
   920    570    571    592   1   2
   921    594    593    572   1   2
   922    572    573    594   1   2
   923    573    574    594   1   2
   924    595    594    574   1   2
   925    596    595    574   1   2
   926    574    575    596   1   2
   927    575    576    596   1   2
   928    597    596    576   1   2
   929    598    597    576   1   2
   930    576    577    598   1   2
   931    577    578    598   1   2
   932    599    598    578   1   2
   933    600    599    578   1   2
   934    578    579    600   1   2
   935    579    580    600   1   2
   936    601    600    580   1   2
   937    602    601    580   1   2
   938    580    581    602   1   2
   939    581    582    602   1   2
   940    603    602    582   1   2
   941    604    603    582   1   2
   942    582    583    604   1   2
   943    583    584    604   1   2
   944    605    604    584   1   2
   945    606    605    584   1   2
   946    584    585    606   1   2
   947    585    586    606   1   2
   948    607    606    586   1   2
   949    608    607    586   1   2
   950    586    587    608   1   2
   951    587    588    608   1   2
   952    609    608    588   1   2
   953    610    609    588   1   2
   954    588    589    610   1   2
   955    589    590    610   1   2
   956    611    610    590   1   2
   957    612    611    590   1   2
   958    590    591    612   1   2
   959    591    592    612   1   2
   960    613    612    592   1   2
   961    593    594    614   1   2
   962    615    614    594   1   2
   963    616    615    594   1   2
   964    594    595    616   1   2
   965    595    596    616   1   2
   966    617    616    596   1   2
   967    618    617    596   1   2
   968    596    597    618   1   2
   969    597    598    618   1   2
   970    619    618    598   1   2
   971    620    619    598   1   2
   972    598    599    620   1   2
   973    599    600    620   1   2
   974    621    620    600   1   2
   975    622    621    600   1   2
   976    600    601    622   1   2
   977    601    602    622   1   2
   978    623    622    602   1   2
   979    624    623    602   1   2
   980    602    603    624   1   2
   981    603    604    624   1   2
   982    625    624    604   1   2
   983    626    625    604   1   2
   984    604    605    626   1   2
   985    605    606    626   1   2
   986    627    626    606   1   2
   987    628    627    606   1   2
   988    606    607    628   1   2
   989    607    608    628   1   2
   990    629    628    608   1   2
   991    630    629    608   1   2
   992    608    609    630   1   2
   993    609    610    630   1   2
   994    631    630    610   1   2
   995    632    631    610   1   2
   996    610    611    632   1   2
   997    611    612    632   1   2
   998    633    632    612   1   2
   999    634    633    612   1   2
  1000    612    613    634   1   2
  1001    636    635    614   1   2
  1002    614    615    636   1   2
  1003    615    616    636   1   2
  1004    637    636    616   1   2
  1005    638    637    616   1   2
  1006    616    617    638   1   2
  1007    617    618    638   1   2
  1008    639    638    618   1   2
  1009    640    639    618   1   2
  1010    618    619    640   1   2
  1011    619    620    640   1   2
  1012    641    640    620   1   2
  1013    642    641    620   1   2
  1014    620    621    642   1   2
  1015    621    622    642   1   2
  1016    643    642    622   1   2
  1017    644    643    622   1   2
  1018    622    623    644   1   2
  1019    623    624    644   1   2
  1020    645    644    624   1   2
  1021    646    645    624   1   2
  1022    624    625    646   1   2
  1023    625    626    646   1   2
  1024    647    646    626   1   2
  1025    648    647    626   1   2
  1026    626    627    648   1   2
  1027    627    628    648   1   2
  1028    649    648    628   1   2
  1029    650    649    628   1   2
  1030    628    629    650   1   2
  1031    629    630    650   1   2
  1032    651    650    630   1   2
  1033    652    651    630   1   2
  1034    630    631    652   1   2
  1035    631    632    652   1   2
  1036    653    652    632   1   2
  1037    654    653    632   1   2
  1038    632    633    654   1   2
  1039    633    634    654   1   2
  1040    655    654    634   1   2
  1041    635    636    656   1   2
  1042    657    656    636   1   2
  1043    658    657    636   1   2
  1044    636    637    658   1   2
  1045    637    638    658   1   2
  1046    659    658    638   1   2
  1047    660    659    638   1   2
  1048    638    639    660   1   2
  1049    639    640    660   1   2
  1050    661    660    640   1   2
  1051    662    661    640   1   2
  1052    640    641    662   1   2
  1053    641    642    662   1   2
  1054    663    662    642   1   2
  1055    664    663    642   1   2
  1056    642    643    664   1   2
  1057    643    644    664   1   2
  1058    665    664    644   1   2
  1059    666    665    644   1   2
  1060    644    645    666   1   2
  1061    645    646    666   1   2
  1062    667    666    646   1   2
  1063    668    667    646   1   2
  1064    646    647    668   1   2
  1065    647    648    668   1   2
  1066    669    668    648   1   2
  1067    670    669    648   1   2
  1068    648    649    670   1   2
  1069    649    650    670   1   2
